skills,interests,strengths,weaknesses,personality_work_type,personality_work_style,personality_env_pref,personality_stress_handling,learning_formats,learning_pace,mode_preference,preferred_work_environment,salary_expectation,target_recommended_career
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Flask""]","[""AI"", ""Data Science"", ""Research"", ""DevOps"", ""Cybersecurity""]","[""Adaptability"", ""Critical Thinking"", ""Time Management"", ""Resourcefulness""]","[""Perfectionism"", ""Underestimating Tasks""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""Peer learning / Study groups"", ""Text / Articles"", ""Interactive quizzes"", ""Webinars""]",Moderate schedule,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Office Workspace"", ""Fully Remote""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Flutter"", ""Cybersecurity"", ""CI/CD""]","[""AI"", ""Data Science"", ""Research"", ""Mobile Development""]","[""Coding"", ""Technical Ability"", ""Active Listening"", ""Presentation Skills"", ""Conflict Resolution""]","[""Stress Management""]",Individual contributor,Analytical / data-driven,Low-noise environment,Calm under pressure,"[""Text / Articles"", ""Project-based""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid""]",10–20 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL""]","[""AI"", ""Data Science"", ""Research"", ""Education & Teaching"", ""Finance & Markets""]","[""Technical Ability"", ""Patience"", ""Coding"", ""Teamwork"", ""Adaptability""]","[""Avoiding Conflict""]",Individual contributor,Analytical / data-driven,Low-noise environment,Calm under pressure,"[""Video lectures"", ""Text / Articles""]",Intensive / bootcamp,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Collaborative""]",6–10 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""UI/UX Design"", ""C++""]","[""AI"", ""Data Science"", ""Research""]","[""Communication"", ""Strategic Planning"", ""Technical Ability""]","[""Overthinking"", ""Low Risk-Taking"", ""Perfectionism""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""Workshops"", ""Interactive quizzes"", ""Webinars"", ""One-on-one tutoring""]",Intensive / bootcamp,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Fast-paced""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL""]","[""AI"", ""Data Science"", ""Research"", ""Business & Analytics"", ""Robotics""]","[""Attention to Detail"", ""Active Listening"", ""Critical Thinking"", ""Presentation Skills""]","[""Procrastination""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""Interactive quizzes"", ""Bootcamps""]",Intensive / bootcamp,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Structured / Process-driven""]",6–10 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Prototyping"", ""C++"", ""Excel""]","[""AI"", ""Data Science"", ""Research""]","[""Leadership"", ""Confidence"", ""Adaptability""]","[""Easily Distracted"", ""Fear of Failure""]",Individual contributor,Analytical / data-driven,Dynamic environment,Calm under pressure,"[""Video lectures"", ""Project-based"", ""Hands-on labs"", ""Peer learning / Study groups""]",Moderate schedule,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid""]",10–20 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Prototyping"", ""Tableau"", ""Firewalls""]","[""AI"", ""Data Science"", ""Research""]","[""Quick Learning"", ""Motivation"", ""Work Ethics"", ""Goal Orientation"", ""Multi-tasking"", ""Time Management""]","[""Perfectionism"", ""Emotional Overreaction"", ""Inconsistent Focus""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""One-on-one tutoring""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Office Workspace""]",6–10 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""PostgreSQL"", ""Tableau""]","[""AI"", ""Data Science"", ""Research"", ""Robotics"", ""Startups & Entrepreneurship""]","[""Patience"", ""Conflict Resolution"", ""Discipline""]","[""Avoiding Conflict"", ""Slow Decision Making"", ""Inconsistent Focus"", ""Easily Distracted""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""Webinars"", ""Interactive quizzes"", ""Text / Articles""]",Intensive / bootcamp,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""UI/UX Design"", ""PyTorch"", ""TensorFlow""]","[""AI"", ""Data Science"", ""Research"", ""Cybersecurity""]","[""Time Management"", ""Discipline"", ""Problem Solving"", ""Patience"", ""Communication"", ""Active Listening""]","[""Taking on Too Much Work""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""One-on-one tutoring"", ""Peer learning / Study groups""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid""]",6–10 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL""]","[""AI"", ""Data Science"", ""Research"", ""Game Development"", ""Web Development""]","[""Adaptability"", ""Programming"", ""Innovation""]","[""Public Speaking""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""Video lectures""]",Relaxed / self-paced,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Fully Remote"", ""Structured / Process-driven""]",3–6 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL""]","[""AI"", ""Data Science"", ""Research""]","[""Self-Management"", ""Teamwork"", ""Time Management"", ""Active Listening"", ""Strategic Planning""]","[""Overthinking""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""Interactive quizzes"", ""Peer learning / Study groups"", ""Webinars"", ""Workshops""]",Relaxed / self-paced,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid""]",10–20 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Django"", ""Android Development""]","[""AI"", ""Data Science"", ""Research"", ""Web Development""]","[""Self-Management"", ""Presentation Skills"", ""Active Listening""]","[""Fear of Failure"", ""Overthinking"", ""Disorganization"", ""Inconsistent Focus""]",Individual contributor,Analytical / data-driven,Dynamic environment,Calm under pressure,"[""Bootcamps"", ""Workshops""]",Moderate schedule,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Creative / Open"", ""Fast-paced""]",6–10 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Django"", ""Cloud Computing""]","[""AI"", ""Data Science"", ""Research"", ""Web Development""]","[""Motivation"", ""Resourcefulness"", ""Confidence"", ""Technical Ability"", ""Adaptability""]","[""Emotional Overreaction"", ""Overthinking""]",Individual contributor,Analytical / data-driven,Dynamic environment,Calm under pressure,"[""Text / Articles"", ""Bootcamps"", ""One-on-one tutoring""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Fully Remote""]",6–10 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL""]","[""AI"", ""Data Science"", ""Research"", ""Robotics""]","[""Decision Making"", ""Resilience"", ""Work Ethics"", ""Active Listening""]","[""Lack of Assertiveness""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""One-on-one tutoring""]",Intensive / bootcamp,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Docker""]","[""AI"", ""Data Science"", ""Research""]","[""Time Management"", ""Decision Making"", ""Discipline""]","[""Overcommitting"", ""Procrastination""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""Video lectures""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Fully Remote""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Figma"", ""C++""]","[""AI"", ""Data Science"", ""Research""]","[""Resilience"", ""Motivation"", ""Quick Learning"", ""Goal Orientation""]","[""Overthinking"", ""Taking on Too Much Work"", ""Slow Decision Making""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""Workshops"", ""Webinars"", ""One-on-one tutoring""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Independent Work"", ""Fully Remote""]",10–20 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Networking"", ""Wireframing""]","[""AI"", ""Data Science"", ""Research"", ""DevOps"", ""Social Impact""]","[""Coding"", ""Discipline"", ""Teamwork"", ""Patience"", ""Attention to Detail"", ""Collaboration""]","[""Impatience"", ""Slow Decision Making"", ""Time Estimation Issues""]",Individual contributor,Analytical / data-driven,Dynamic environment,Calm under pressure,"[""Workshops"", ""Peer learning / Study groups"", ""Hands-on labs"", ""Video lectures""]",Moderate schedule,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Structured / Process-driven"", ""Fast-paced""]",3–6 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Java"", ""UI/UX Design"", ""Linux""]","[""AI"", ""Data Science"", ""Research"", ""Finance & Markets""]","[""Critical Thinking"", ""Programming"", ""Problem Solving"", ""Collaboration"", ""Leadership""]","[""Taking on Too Much Work"", ""Trouble Saying No""]",Individual contributor,Analytical / data-driven,Low-noise environment,Calm under pressure,"[""Peer learning / Study groups""]",Moderate schedule,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid""]",Below 3 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Django"", ""GCP"", ""Prototyping""]","[""AI"", ""Data Science"", ""Research"", ""Robotics"", ""Mobile Development""]","[""Goal Orientation"", ""Patience"", ""Programming"", ""Emotional Intelligence""]","[""Impatience"", ""Trouble Saying No"", ""Public Speaking""]",Individual contributor,Analytical / data-driven,Dynamic environment,Calm under pressure,"[""One-on-one tutoring""]",Moderate schedule,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Fully Remote""]",3–6 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""GCP"", ""TensorFlow""]","[""AI"", ""Data Science"", ""Research"", ""Mobile Development""]","[""Confidence"", ""Leadership"", ""Technical Ability"", ""Patience"", ""Critical Thinking""]","[""Difficulty Delegating""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""One-on-one tutoring"", ""Video lectures"", ""Hands-on labs"", ""Text / Articles""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid""]",10–20 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL""]","[""AI"", ""Data Science"", ""Research"", ""Startups & Entrepreneurship""]","[""Leadership"", ""Innovation"", ""Technical Ability"", ""Emotional Intelligence"", ""Attention to Detail"", ""Presentation Skills""]","[""Time Estimation Issues""]",Individual contributor,Analytical / data-driven,Low-noise environment,Calm under pressure,"[""Webinars""]",Intensive / bootcamp,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL""]","[""AI"", ""Data Science"", ""Research"", ""Finance & Markets"", ""Game Development""]","[""Organizational Skills"", ""Time Management"", ""Multi-tasking"", ""Leadership""]","[""Inconsistent Focus""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""Hands-on labs"", ""Video lectures"", ""Text / Articles""]",Relaxed / self-paced,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Independent Work""]",6–10 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""iOS Development"", ""Product Management""]","[""AI"", ""Data Science"", ""Research"", ""Mobile Development""]","[""Conflict Resolution"", ""Organizational Skills"", ""Communication"", ""Teamwork"", ""Motivation"", ""Time Management"", ""Open-Mindedness""]","[""Easily Distracted"", ""Underestimating Tasks"", ""Work-Life Balance Issues"", ""Avoiding Conflict""]",Individual contributor,Analytical / data-driven,Low-noise environment,Calm under pressure,"[""Webinars"", ""Hands-on labs"", ""Video lectures""]",Relaxed / self-paced,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Creative / Open""]",10–20 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Android Development"", ""Flutter"", ""Product Management""]","[""AI"", ""Data Science"", ""Research"", ""Product Design"", ""Game Development""]","[""Active Listening"", ""Leadership"", ""Patience""]","[""Work-Life Balance Issues""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""Peer learning / Study groups"", ""Video lectures""]",Intensive / bootcamp,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Creative / Open"", ""Office Workspace""]",10–20 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""iOS Development"", ""Product Management""]","[""AI"", ""Data Science"", ""Research"", ""IoT"", ""Cybersecurity""]","[""Coding"", ""Open-Mindedness"", ""Attention to Detail"", ""Technical Ability""]","[""Overcommitting""]",Individual contributor,Analytical / data-driven,Dynamic environment,Calm under pressure,"[""Peer learning / Study groups""]",Relaxed / self-paced,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Collaborative"", ""Office Workspace""]",Below 3 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""AWS""]","[""AI"", ""Data Science"", ""Research"", ""Business & Analytics"", ""DevOps""]","[""Critical Thinking"", ""Presentation Skills"", ""Leadership"", ""Collaboration""]","[""Impatience"", ""Work-Life Balance Issues""]",Individual contributor,Analytical / data-driven,Dynamic environment,Calm under pressure,"[""Project-based""]",Moderate schedule,Offline (classroom),"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Independent Work""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""TypeScript"", ""UI/UX Design"", ""Prototyping""]","[""AI"", ""Data Science"", ""Research"", ""Mobile Development"", ""Cybersecurity""]","[""Resilience"", ""Conflict Resolution"", ""Coding"", ""Work Ethics"", ""Presentation Skills"", ""Emotional Intelligence""]","[""Public Speaking""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""Project-based"", ""Webinars"", ""Peer learning / Study groups""]",Intensive / bootcamp,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid"", ""Fast-paced"", ""Independent Work""]",20+ LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""iOS Development"", ""Docker"", ""Flutter""]","[""AI"", ""Data Science"", ""Research"", ""DevOps"", ""IoT""]","[""Emotional Intelligence"", ""Presentation Skills"", ""Technical Ability""]","[""Avoiding Conflict"", ""Social Anxiety"", ""Procrastination"", ""Stress Management""]",Individual contributor,Analytical / data-driven,Remote-friendly,Calm under pressure,"[""Workshops"", ""Video lectures""]",Intensive / bootcamp,Online only,"[""Quiet & Focused"", ""Flexible / Hybrid""]",3–6 LPA,Data Scientist
"[""Python"", ""Machine Learning"", ""Data Analysis"", ""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Cloud Computing"", ""Networking""]","[""AI"", ""Data Science"", ""Research"", ""Social Impact"", ""Education & Teaching""]","[""Leadership"", ""Collaboration"", ""Emotional Intelligence"", ""Teamwork"", ""Creativity"", ""Goal Orientation""]","[""Procrastination""]",Individual contributor,Analytical / data-driven,Office-based,Calm under pressure,"[""Interactive quizzes"", ""Video lectures"", ""Project-based""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Flexible / Hybrid""]",3–6 LPA,Data Scientist
